Protein Id	Gene Symbol	Description	Group ID	Number of peptides	Collapsed?	Ct_replicate1	TIRRko_replicate1	Ct_replicate2	TIRR_replicate2	Average_ct	Average_TIRR	TIRRdel/ct	log2(TIRR/ct)
sp|Q13112|CAF1B_HUMAN	CHAF1B	 Chromatin assembly factor 1 subunit B OS=Homo sapiens GN=CHAF1B PE=1 SV=1	5410	11	C	3224.51	3112.08	3265.15	3087.51	3244.83	3099.795	0.955302743	-0.065970088
sp|Q86V81|THOC4_HUMAN	THOC4	 THO complex subunit 4 OS=Homo sapiens GN=THOC4 PE=1 SV=3	6822	28	C	8355.14	7827.76	7524.28	7337.55	7939.71	7582.655	0.955029214	-0.06638323
sp|P84095|RHOG_HUMAN	RHOG	 Rho-related GTP-binding protein RhoG OS=Homo sapiens GN=RHOG PE=1 SV=1	3173	11	C	3360.53	3076.92	3451.57	3428.23	3406.05	3252.575	0.954940474	-0.06651729
sp|Q9NVT9|ARMC1_HUMAN	ARMC1	 Armadillo repeat-containing protein 1 OS=Homo sapiens GN=ARMC1 PE=1 SV=1	941	6	C	3327.59	3344.49	3671.78	3339.43	3499.685	3341.96	0.954931658	-0.066530608
sp|Q9BTX1-2|NDC1_HUMAN	TMEM48	 Isoform 2 of Nucleoporin NDC1 OS=Homo sapiens GN=TMEM48	6451	10	C	2921.36	2936.38	3329.64	3032.72	3125.5	2984.55	0.954903215	-0.066573579
sp|Q9Y5R8|TPPC1_HUMAN	TRAPPC1	 Trafficking protein particle complex subunit 1 OS=Homo sapiens GN=TRAPPC1 PE=1 SV=1	4092	5	C	1334.29	1393.11	1439.77	1255.67	1387.03	1324.39	0.954838756	-0.066670969
sp|O15427|MOT4_HUMAN	SLC16A3	 Monocarboxylate transporter 4 OS=Homo sapiens GN=SLC16A3 PE=1 SV=1	3268	18	C	9310.23	8261.8	8284.53	8537.94	8797.38	8399.87	0.954814956	-0.06670693
sp|Q9UK41|VPS28_HUMAN	VPS28	 Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens GN=VPS28 PE=1 SV=1	2414	16	C	2917.13	2876.87	3009.84	2781.74	2963.485	2829.305	0.954722227	-0.066847047
sp|Q96DZ1|ERLEC_HUMAN	ERLEC1	 Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1 PE=1 SV=1	2262	23	C	6090.35	5745.45	6292.22	6074.86	6191.285	5910.155	0.954592625	-0.067042905
sp|Q9GZQ3|COMD5_HUMAN	COMMD5	 COMM domain-containing protein 5 OS=Homo sapiens GN=COMMD5 PE=1 SV=1	5713	9	C	2823.74	2739.37	3003.22	2822.06	2913.48	2780.715	0.954430784	-0.067287519
sp|Q96EK5|KBP_HUMAN	KIAA1279	 KIF1-binding protein OS=Homo sapiens GN=KIAA1279 PE=1 SV=1	2174	24	C	10389.8	9318.66	10036.6	10176.5	10213.2	9747.58	0.954409979	-0.067318967
sp|Q330K2-2|CH038_HUMAN	C8orf38	" Isoform 2 of UPF0551 protein C8orf38, mitochondrial OS=Homo sapiens GN=C8orf38"	4699	1	C	139.139	120.556	109.729	116.89	124.434	118.723	0.954104184	-0.067781284
sp|Q9UKS6|PACN3_HUMAN	PACSIN3	 Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens GN=PACSIN3 PE=1 SV=2	856	19	C	4120.43	3806.13	4064	4001.34	4092.215	3903.735	0.953941814	-0.068026824
sp|Q14671|PUM1_HUMAN	PUM1	 Pumilio homolog 1 OS=Homo sapiens GN=PUM1 PE=1 SV=3	2049	21	C	7017.3	5962.39	6103.72	6550.82	6560.51	6256.605	0.95367662	-0.068427946
sp|Q96GM8|TOE1_HUMAN	TOE1	 Target of EGR1 protein 1 OS=Homo sapiens GN=TOE1 PE=1 SV=1	3095	7	C	1629.8	1550.68	1674.34	1600.25	1652.07	1575.465	0.953630899	-0.068497112
sp|Q9BPX7|CG025_HUMAN	C7orf25	 UPF0415 protein C7orf25 OS=Homo sapiens GN=C7orf25 PE=1 SV=1	4048	3	C	584.281	577.883	586.026	538.044	585.1535	557.9635	0.95353356	-0.068644379
sp|Q9Y3T6-2|R3HC1_HUMAN	R3HCC1	 Isoform 2 of R3H and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=R3HCC1	3440	3	C	439.786	470.628	473.589	400.291	456.6875	435.4595	0.953517449	-0.068668755
sp|Q9P0W5-2|SCHI1_HUMAN	SCHIP1	 Isoform 2 of Schwannomin-interacting protein 1 OS=Homo sapiens GN=SCHIP1	4661	6	C	1924.53	1862.6	2104.78	1978.73	2014.655	1920.665	0.953346851	-0.068926897
sp|Q8IWT6|LRC8A_HUMAN	LRRC8A	 Leucine-rich repeat-containing protein 8A OS=Homo sapiens GN=LRRC8A PE=1 SV=1	1592	20	C	3566.33	3389.46	3681.7	3519.98	3624.015	3454.72	0.953285238	-0.06902014
sp|Q6P587|FAHD1_HUMAN	FAHD1	 Fumarylacetoacetate hydrolase domain-containing protein 1 OS=Homo sapiens GN=FAHD1 PE=1 SV=2	3246	10	C	3213.34	2968.2	3363.39	3301.11	3288.365	3134.655	0.953256406	-0.069063775
sp|Q9P2L0-2|WDR35_HUMAN	WDR35	 Isoform 2 of WD repeat-containing protein 35 OS=Homo sapiens GN=WDR35	7114	1	C	80.8868	83.0995	79.3088	69.5988	80.0978	76.34915	0.953199089	-0.069150522
sp|Q13423|NNTM_HUMAN	NNT	" NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens GN=NNT PE=1 SV=3"	51	57	C	22783.3	20597.5	22298.6	22373.7	22540.95	21485.6	0.953180767	-0.069178254
sp|Q8WWB7-2|NCUG1_HUMAN	C1orf85	 Isoform 2 of Lysosomal protein NCU-G1 OS=Homo sapiens GN=C1orf85	4583	3	C	511.524	509.061	542.723	495.607	527.1235	502.334	0.952972121	-0.069494085
sp|P61960|UFM1_HUMAN	UFM1	 Ubiquitin-fold modifier 1 OS=Homo sapiens GN=UFM1 PE=1 SV=1	5653	6	C	1894.26	1849.8	2050.36	1908.95	1972.31	1879.375	0.952880125	-0.069633364
sp|Q8N612-2|F16A2_HUMAN	FAM160A2	 Isoform 2 of FTS and Hook-interacting protein OS=Homo sapiens GN=FAM160A2	5809	4	C	364.994	337.375	396.567	388.257	380.7805	362.816	0.952821901	-0.06972152
sp|P51572|BAP31_HUMAN	BCAP31	 B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3	1144	23	C	10043.7	8649.19	9273.81	9755.1	9658.755	9202.145	0.952725791	-0.06986705
sp|O14617-5|AP3D1_HUMAN	AP3D1	 Isoform 5 of AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1	1046	34	C	9366.84	8716.9	9565.51	9315.14	9466.175	9016.02	0.952445946	-0.070290877
sp|P13798|ACPH_HUMAN	APEH	 Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4	1189	43	C	10724.8	9809.46	10699.1	10595	10711.95	10202.23	0.95241576	-0.070336601
sp|Q9BX40|LS14B_HUMAN	LSM14B	 Protein LSM14 homolog B OS=Homo sapiens GN=LSM14B PE=1 SV=1	1074	6	C	1297.96	1258.52	1422.2	1332.02	1360.08	1295.27	0.952348391	-0.070438653
sp|O94916-2|NFAT5_HUMAN	NFAT5	 Isoform A of Nuclear factor of activated T-cells 5 OS=Homo sapiens GN=NFAT5	2472	7	C	960.953	960.939	1067.6	970.811	1014.2765	965.875	0.952279778	-0.070542598
sp|Q9H1Z9|TSN10_HUMAN	TSPAN10	 Tetraspanin-10 OS=Homo sapiens GN=TSPAN10 PE=2 SV=1	4937	2	C	226.779	233.88	241.087	211.614	233.933	222.747	0.95218289	-0.07068939
sp|Q4ZIN3-2|MBRL_HUMAN	C19orf6	 Isoform 2 of Membralin OS=Homo sapiens GN=C19orf6	2681	3	C	441.8	446.492	445.254	398.086	443.527	422.289	0.952115655	-0.070791265
sp|O43172-2|PRP4_HUMAN	PRPF4	 Isoform 2 of U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4	2110	24	C	6983.88	6583.48	7074.88	6801.28	7029.38	6692.38	0.952058361	-0.070878082
sp|P53816|PAG16_HUMAN	PLA2G16	 Group XVI phospholipase A2 OS=Homo sapiens GN=PLA2G16 PE=1 SV=2	1003	2	C	354.032	368.922	369.691	320.071	361.8615	344.4965	0.952012027	-0.070948296
sp|O15111|IKKA_HUMAN	CHUK	 Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Homo sapiens GN=CHUK PE=1 SV=2	5528	9	C	1352.06	1317.56	1500.81	1398.26	1426.435	1357.91	0.951960657	-0.071026144
sp|Q16851|UGPA_HUMAN	UGP2	 UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=1 SV=5	2474	41	C	13078.1	11751.6	12911.8	12989.7	12994.95	12370.65	0.951958261	-0.071029776
sp|Q9P289|MST4_HUMAN	MST4	 Serine/threonine-protein kinase MST4 OS=Homo sapiens GN=MST4 PE=1 SV=2	395	15	C	5077.46	4909.54	5269.65	4936.22	5173.555	4922.88	0.951546857	-0.071653394
sp|Q9Y450-2|HBS1L_HUMAN	HBS1L	 Isoform 2 of HBS1-like protein OS=Homo sapiens GN=HBS1L	2317	5	C	1707.8	1667.12	2009.66	1869.85	1858.73	1768.485	0.951448032	-0.071803237
sp|P28288|ABCD3_HUMAN	ABCD3	 ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1	4327	21	C	5044.24	4698.88	5269.69	5112.84	5156.965	4905.86	0.9513076	-0.07201619
sp|Q8WYP5-2|ELYS_HUMAN	AHCTF1	 Isoform 2 of Protein ELYS OS=Homo sapiens GN=AHCTF1	1859	31	C	7094.86	6281.4	6995.33	7121.67	7045.095	6701.535	0.951234157	-0.072127575
sp|Q9UBQ5|EIF3K_HUMAN	EIF3K	 Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens GN=EIF3K PE=1 SV=1	2345	22	C	5098.77	4922.46	5469.13	5129.78	5283.95	5026.12	0.951205064	-0.072171699
sp|Q9NQY0|BIN3_HUMAN	BIN3	 Bridging integrator 3 OS=Homo sapiens GN=BIN3 PE=1 SV=1	2319	12	C	4010.4	3762.41	3931.48	3791.04	3970.94	3776.725	0.951090926	-0.072344824
sp|P22570-2|ADRO_HUMAN	FDXR	" Isoform Long of NADPH:adrenodoxin oxidoreductase, mitochondrial OS=Homo sapiens GN=FDXR"	323	33	C	10814.5	10556.8	11085.5	10271.3	10950	10414.05	0.951054795	-0.072399631
sp|O00443|P3C2A_HUMAN	PIK3C2A	 Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit alpha OS=Homo sapiens GN=PIK3C2A PE=1 SV=2	328	29	C	8098.47	7564.6	8506.97	8226.8	8302.72	7895.7	0.950977511	-0.072516871
sp|P55061|BI1_HUMAN	TMBIM6	 Bax inhibitor 1 OS=Homo sapiens GN=TMBIM6 PE=1 SV=2	6409	1	C	407.25	397.025	407.703	377.88	407.4765	387.4525	0.950858516	-0.072697406
sp|Q96N67-2|DOCK7_HUMAN	DOCK7	 Isoform 2 of Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7	3223	53	C	15335.2	14884.3	15841.6	14757.4	15588.4	14820.85	0.950761464	-0.072844666
sp|P54920|SNAA_HUMAN	NAPA	 Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3	300	26	C	6878.9	6651.76	7346.32	6871.76	7112.61	6761.76	0.950672116	-0.072980249
sp|Q9BTE6|AASD1_HUMAN	AARSD1	 Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens GN=AARSD1 PE=1 SV=2	2335	19	C	4438.02	4241.64	4674.05	4420.05	4556.035	4330.845	0.950573251	-0.07313029
sp|Q9Y3F4|STRAP_HUMAN	STRAP	 Serine-threonine kinase receptor-associated protein OS=Homo sapiens GN=STRAP PE=1 SV=1	505	37	C	16860.9	15502.3	15844.4	15570.3	16352.65	15536.3	0.950078428	-0.073881484
sp|Q8WVC6|DCAKD_HUMAN	DCAKD	 Dephospho-CoA kinase domain-containing protein OS=Homo sapiens GN=DCAKD PE=1 SV=1	6408	5	C	729.775	702.236	780.83	732.936	755.3025	717.586	0.950064378	-0.073902818
sp|Q96SB3|NEB2_HUMAN	PPP1R9B	 Neurabin-2 OS=Homo sapiens GN=PPP1R9B PE=1 SV=2	255	41	C	13120.7	12644.3	13941.1	13065.7	13530.9	12855	0.950047669	-0.073928192
sp|Q9NWX6|THG1_HUMAN	THG1L	 Probable tRNA(His) guanylyltransferase OS=Homo sapiens GN=THG1L PE=1 SV=2	3997	7	C	1644.8	1652.84	1751.01	1573.03	1697.905	1612.935	0.949955975	-0.07406744
sp|Q15223|PVRL1_HUMAN	PVRL1	 Poliovirus receptor-related protein 1 OS=Homo sapiens GN=PVRL1 PE=1 SV=3	7042	1	C	270.571	276.378	330.718	294.71	300.6445	285.544	0.949772905	-0.074345496
sp|Q9Y303|NAGA_HUMAN	AMDHD2	 Putative N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens GN=AMDHD2 PE=2 SV=2	1741	7	C	1044.07	915.316	1082.93	1104.78	1063.5	1010.048	0.949739539	-0.074396178
sp|Q9NQP4|PFD4_HUMAN	PFDN4	 Prefoldin subunit 4 OS=Homo sapiens GN=PFDN4 PE=1 SV=1	24	9	C	3030.38	3099.1	3325.29	2936.79	3177.835	3017.945	0.949685871	-0.074477705
tr|C9J6P4|C9J6P4_HUMAN	ZC3HAV1	 Uncharacterized protein OS=Homo sapiens GN=ZC3HAV1 PE=4 SV=1	570	7	C	1944.45	1865.92	2112.66	1986.75	2028.555	1926.335	0.949609451	-0.074593801
sp|Q5SSJ5|HP1B3_HUMAN	HP1BP3	 Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1	2258	29	C	10981	9811.4	10571.6	10653	10776.3	10232.2	0.949509572	-0.074745551
sp|P36542|ATPG_HUMAN	ATP5C1	" ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1"	5265	3	C	564.628	555.053	578.358	530.02	571.493	542.5365	0.949331838	-0.075015627
sp|Q9Y2R0|CCD56_HUMAN	CCDC56	 Coiled-coil domain-containing protein 56 OS=Homo sapiens GN=CCDC56 PE=1 SV=1	5770	4	C	1786.98	1294.3	1268.89	1606.64	1527.935	1450.47	0.949300854	-0.075062714
sp|Q9H1H9-2|KI13A_HUMAN	KIF13A	 Isoform 2 of Kinesin-like protein KIF13A OS=Homo sapiens GN=KIF13A	950	11	C	1546.1	1405.68	1632.55	1611.77	1589.325	1508.725	0.949286647	-0.075084305
sp|Q9HBH1|DEFM_HUMAN	PDF	" Peptide deformylase, mitochondrial OS=Homo sapiens GN=PDF PE=1 SV=1"	2765	10	C	1782.86	1548.94	1713.45	1769.47	1748.155	1659.205	0.949117784	-0.07534096
sp|O14818|PSA7_HUMAN	PSMA7	 Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1	2181	29	C	11822.3	10670.3	11533.3	11492.7	11677.8	11081.5	0.9489373	-0.075615329
sp|P20290|BTF3_HUMAN	BTF3	 Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1	2627	46	C	9872.95	9302.45	10060	9610.51	9966.475	9456.48	0.948828949	-0.075780067
sp|P30566|PUR8_HUMAN	ADSL	 Adenylosuccinate lyase OS=Homo sapiens GN=ADSL PE=1 SV=2	233	14	C	5966.15	5675.88	6110.24	5780.75	6038.195	5728.315	0.948680028	-0.07600652
sp|P41091|IF2G_HUMAN	EIF2S3	 Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3	4064	31	C	12276.8	12435.7	13173.8	11703.2	12725.3	12069.45	0.94846094	-0.076339734
sp|Q8N201|INT1_HUMAN	INTS1	 Integrator complex subunit 1 OS=Homo sapiens GN=INTS1 PE=1 SV=2	3824	21	C	4093.36	3941.81	4347.18	4063.38	4220.27	4002.595	0.948421546	-0.076399656
sp|Q9UQ13-2|SHOC2_HUMAN	SHOC2	 Isoform 2 of Leucine-rich repeat protein SHOC-2 OS=Homo sapiens GN=SHOC2	4603	6	C	2032.13	1635.45	1938.53	2130.34	1985.33	1882.895	0.948404044	-0.076426281
sp|P46781|RS9_HUMAN	RPS9	 40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3	5285	29	C	13257.7	13318.1	13995.5	12523.4	13626.6	12920.75	0.948200578	-0.076735822
sp|P31040|DHSA_HUMAN	SDHA	" Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2"	202	42	C	13112.5	10947.1	11780.4	12655.5	12446.45	11801.3	0.948165943	-0.076788521
sp|Q96MX6|WDR92_HUMAN	WDR92	 WD repeat-containing protein 92 OS=Homo sapiens GN=WDR92 PE=1 SV=1	3902	11	C	2793.85	2406.33	2928.13	3017.2	2860.99	2711.765	0.947841481	-0.077282294
sp|P61163|ACTZ_HUMAN	ACTR1A	 Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1	683	11	C	4225.18	3942.04	4247.66	4085.96	4236.42	4014	0.947498123	-0.077805009
sp|Q9UIF3|TEKT2_HUMAN	TEKT2	 Tektin-2 OS=Homo sapiens GN=TEKT2 PE=1 SV=1	4180	3	C	1697.39	1584.52	1905.71	1829.08	1801.55	1706.8	0.9474064	-0.077944677
sp|Q96CM3|RUSD4_HUMAN	RPUSD4	 RNA pseudouridylate synthase domain-containing protein 4 OS=Homo sapiens GN=RPUSD4 PE=2 SV=1	4378	5	C	1597.59	1575.46	1702.53	1550.98	1650.06	1563.22	0.947371611	-0.077997655
sp|Q9BV81|TMM93_HUMAN	TMEM93	 Transmembrane protein 93 OS=Homo sapiens GN=TMEM93 PE=1 SV=1	5117	2	C	205.63	208.215	215.646	190.859	210.638	199.537	0.947298208	-0.078109439
sp|O15533-2|TPSN_HUMAN	TAPBP	 Isoform 2 of Tapasin OS=Homo sapiens GN=TAPBP	5897	6	C	2222.67	1908.79	2109.95	2195.44	2166.31	2052.115	0.947285938	-0.078128127
sp|P15151-2|PVR_HUMAN	PVR	 Isoform Beta of Poliovirus receptor OS=Homo sapiens GN=PVR	6938	11	C	3246.74	3005.64	2938.58	2853.6	3092.66	2929.62	0.947281628	-0.07813469
sp|P53621-2|COPA_HUMAN	COPA	 Isoform 2 of Coatomer subunit alpha OS=Homo sapiens GN=COPA	2937	92	C	28775.7	26413.2	28565.2	27894	28670.45	27153.6	0.94709361	-0.078421067
sp|Q99797|MIPEP_HUMAN	MIPEP	 Mitochondrial intermediate peptidase OS=Homo sapiens GN=MIPEP PE=1 SV=2	3536	18	C	6115.92	5693.65	6143.11	5909.79	6129.515	5801.72	0.94652187	-0.079292254
sp|Q8NG68|TTL_HUMAN	TTL	 Tubulin--tyrosine ligase OS=Homo sapiens GN=TTL PE=1 SV=2	3973	6	C	686.132	565.913	712.363	757.768	699.2475	661.8405	0.94650392	-0.079319614
sp|P05161|ISG15_HUMAN	ISG15	 Ubiquitin-like protein ISG15 OS=Homo sapiens GN=ISG15 PE=1 SV=5	6362	5	C	1985.45	1833.96	1922.68	1864.94	1954.065	1849.45	0.946462886	-0.07938216
sp|Q93062-5|RBPMS_HUMAN	RBPMS	 Isoform E of RNA-binding protein with multiple splicing OS=Homo sapiens GN=RBPMS	5406	3	C	614.725	540.072	632.27	640.087	623.4975	590.0795	0.946402351	-0.079474437
sp|P61925|IPKA_HUMAN	PKIA	 cAMP-dependent protein kinase inhibitor alpha OS=Homo sapiens GN=PKIA PE=1 SV=2	6530	1	C	459.19	480.952	529.017	454.285	494.1035	467.6185	0.94639787	-0.079481268
sp|Q969E2-2|SCAM4_HUMAN	SCAMP4	 Isoform 2 of Secretory carrier-associated membrane protein 4 OS=Homo sapiens GN=SCAMP4	2811	7	C	1425.36	1220.96	1418.54	1470.45	1421.95	1345.705	0.946379971	-0.079508554
sp|P61160|ARP2_HUMAN	ACTR2	 Actin-related protein 2 OS=Homo sapiens GN=ACTR2 PE=1 SV=1	3490	38	C	13379.1	12539.4	14050	13417.5	13714.55	12978.45	0.946327076	-0.079589191
sp|Q8IUF8|MINA_HUMAN	MINA	 MYC-induced nuclear antigen OS=Homo sapiens GN=MINA PE=1 SV=1	5552	4	C	982.016	890.099	942.469	931.075	962.2425	910.587	0.946317586	-0.079603658
sp|Q8NBK3|SUMF1_HUMAN	SUMF1	 Sulfatase-modifying factor 1 OS=Homo sapiens GN=SUMF1 PE=1 SV=3	3376	15	C	2978.33	2804.75	3156.61	3000.71	3067.47	2902.73	0.946294503	-0.07963885
sp|Q9NPE3|NOP10_HUMAN	NOP10	 H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens GN=NOP10 PE=1 SV=1	6493	8	C	1613.85	1314.88	1358.66	1497.79	1486.255	1406.335	0.946227262	-0.079741367
sp|Q6UW68|TM205_HUMAN	TMEM205	 Transmembrane protein 205 OS=Homo sapiens GN=TMEM205 PE=1 SV=1	6084	6	C	2634.82	2619.46	2851.82	2572.11	2743.32	2595.785	0.946220273	-0.079752023
sp|Q9BUE6|ISCA1_HUMAN	ISCA1	" Iron-sulfur cluster assembly 1 homolog, mitochondrial OS=Homo sapiens GN=ISCA1 PE=2 SV=1"	358	4	C	1520.08	1512.8	1607.28	1445.93	1563.68	1479.365	0.946079121	-0.079967253
sp|Q9P287-2|BCCIP_HUMAN	BCCIP	 Isoform 2 of BRCA2 and CDKN1A-interacting protein OS=Homo sapiens GN=BCCIP	339	24	C	3738.57	3453.91	3946.79	3815.89	3842.68	3634.9	0.945928362	-0.080197166
sp|Q9Y2R4|DDX52_HUMAN	DDX52	 Probable ATP-dependent RNA helicase DDX52 OS=Homo sapiens GN=DDX52 PE=1 SV=3	2151	6	C	1547.88	1421.69	1597.76	1553.78	1572.82	1487.735	0.945902901	-0.080236
sp|Q14749|GNMT_HUMAN	GNMT	 Glycine N-methyltransferase OS=Homo sapiens GN=GNMT PE=1 SV=3	6863	1	C	708.675	507.223	0	163.114	354.3375	335.1685	0.945901859	-0.080237589
sp|P22087|FBRL_HUMAN	FBL	 rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2	2486	24	C	8489.6	7737.55	8575.27	8403.67	8532.435	8070.61	0.945874185	-0.080279798
sp|Q9BZC7-2|ABCA2_HUMAN	ABCA2	 Isoform 2 of ATP-binding cassette sub-family A member 2 OS=Homo sapiens GN=ABCA2	6405	3	C	495.087	500.526	542.525	480.882	518.806	490.704	0.945833317	-0.080342133
sp|Q9UPP5-2|K1107_HUMAN	KIAA1107	 Isoform 2 of Uncharacterized protein KIAA1107 OS=Homo sapiens GN=KIAA1107	5773	2	C	391.839	421.831	439.796	364.653	415.8175	393.242	0.945708153	-0.08053306
sp|P42167|LAP2B_HUMAN	TMPO	" Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens GN=TMPO PE=1 SV=2"	2046	20	C	5127.37	4615.13	5164.71	5118.17	5146.04	4866.65	0.945707768	-0.080533649
sp|Q5VW32|BROX_HUMAN	BROX	 BRO1 domain-containing protein BROX OS=Homo sapiens GN=BROX PE=1 SV=1	3006	7	C	2744.96	2550.23	2840.85	2732.12	2792.905	2641.175	0.945673054	-0.080586606
sp|Q9Y3E7-2|CHMP3_HUMAN	VPS24	 Isoform 2 of Charged multivesicular body protein 3 OS=Homo sapiens GN=VPS24	2470	2	C	630.443	651.166	699.857	606.665	665.15	628.9155	0.945524318	-0.080813532
sp|Q96II8|LRCH3_HUMAN	LRCH3	 Leucine-rich repeat and calponin homology domain-containing protein 3 OS=Homo sapiens GN=LRCH3 PE=1 SV=2	2043	13	C	3611.61	3217.52	3612.36	3612.83	3611.985	3415.175	0.945511955	-0.080832395
sp|Q9NY35-2|CLDN1_HUMAN	CLDND1	 Isoform 2 of Claudin domain-containing protein 1 OS=Homo sapiens GN=CLDND1	7095	3	C	1386.92	1332.84	1362.96	1267	1374.94	1299.92	0.945437619	-0.080945824
sp|P15586|GNS_HUMAN	GNS	 N-acetylglucosamine-6-sulfatase OS=Homo sapiens GN=GNS PE=1 SV=3	1368	45	C	15234.5	14311.2	15604.8	14840.6	15419.65	14575.9	0.945280859	-0.081185052
sp|Q8N0X7|SPG20_HUMAN	SPG20	 Spartin OS=Homo sapiens GN=SPG20 PE=1 SV=1	990	30	C	10038.9	9459.06	10253.3	9722.74	10146.1	9590.9	0.945279467	-0.081187177
sp|P23469-2|PTPRE_HUMAN	PTPRE	 Isoform 2 of Receptor-type tyrosine-protein phosphatase epsilon OS=Homo sapiens GN=PTPRE	1033	5	C	954.182	799.173	928.215	980.028	941.1985	889.6005	0.945178408	-0.081341422
sp|Q9NR30|DDX21_HUMAN	DDX21	 Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5	553	52	C	18903.8	17231.9	19297.8	18870	19100.8	18050.95	0.945036334	-0.081558298
sp|Q8N3C0|HELC1_HUMAN	ASCC3	 Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens GN=ASCC3 PE=1 SV=3	1492	37	C	11405.2	10671.8	11860.6	11312.9	11632.9	10992.35	0.944936344	-0.081710949
sp|O00186|STXB3_HUMAN	STXBP3	 Syntaxin-binding protein 3 OS=Homo sapiens GN=STXBP3 PE=1 SV=2	581	21	C	5646.77	4984.54	5533.62	5578.68	5590.195	5281.61	0.944798884	-0.081920834
sp|Q8N584-2|TT39C_HUMAN	TTC39C	 Isoform 2 of Tetratricopeptide repeat protein 39C OS=Homo sapiens GN=TTC39C	4783	5	C	742.55	617.915	761.563	803.093	752.0565	710.504	0.944748167	-0.08199828
sp|Q9P0W2|HM20B_HUMAN	HMG20B	 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related OS=Homo sapiens GN=HMG20B PE=1 SV=1	2609	5	C	1362.63	1362.29	1391.2	1239.26	1376.915	1300.775	0.944702469	-0.082068066
sp|P13861|KAP2_HUMAN	PRKAR2A	 cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens GN=PRKAR2A PE=1 SV=2	478	24	C	6534.67	6032.51	6659.12	6431.27	6596.895	6231.89	0.944670182	-0.082117374
sp|Q68CZ6|HAUS3_HUMAN	HAUS3	 HAUS augmin-like complex subunit 3 OS=Homo sapiens GN=HAUS3 PE=1 SV=1	5375	7	C	1605	1572.72	1821.48	1663.72	1713.24	1618.22	0.944537835	-0.082319508
sp|Q8N668|COMD1_HUMAN	COMMD1	 COMM domain-containing protein 1 OS=Homo sapiens GN=COMMD1 PE=1 SV=1	5515	15	C	2282.16	2211.15	2484.68	2291.3	2383.42	2251.225	0.944535583	-0.082322947
sp|Q14690|RRP5_HUMAN	PDCD11	 Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3	639	45	C	14728.5	13214.8	14975.9	14835.8	14852.2	14025.3	0.944324747	-0.082645018
sp|P00491|PNPH_HUMAN	PNP	 Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2	679	21	C	5940.63	5511.18	6096.98	5856.22	6018.805	5683.7	0.944323666	-0.082646669
sp|Q9UPP1-2|PHF8_HUMAN	PHF8	 Isoform 2 of Histone lysine demethylase PHF8 OS=Homo sapiens GN=PHF8	680	1	C	158.994	114.273	117.719	147.028	138.3565	130.6505	0.944303303	-0.082677778
